book_genre,fiction,fantasy,fictions,novelist,unreal,literary,imagination,surreal
book_genre,Mystery,mysterious,riddle,secret,puzzle,enigma,mystère,ambiguity
book_genre,Horror,scary,terror,fear
book_genre,Memoir,autobiography,autobiographical,memoirist,memoirs,memory,nonfiction
book_genre,Psychology,psychologist,psychological,sociology,psychiatry,psychobiology,psych,mentality,philosophy
book_genre,Dystopia,dystopian,dystopic
book_genre,Short Stories,story,tales,novels,narratives,storytelling,articles,examples
book_genre,Young Adult,unitarian,lenten,interfaith,childrens
book_genre,Kid,child,teenager,children,little,kiddo,baby,kids,teenage
book_genre,biography,biographical,autobiography,filmography,biographies
